  151 0.6010E+02
    1    1 0.1000E-01 0.0000E+00 0.1257E-02 0.2000E-01 -.4644E-02
 0.1639E+04 0.3044E+04 0.1376E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.1086E-01 0.0000E+00 0.0000E+00
 0.1579E-02 0.0000E+00 0.0000E+00
 0.7335E-04 0.0000E+00 0.0000E+00
 0.3552E-03 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.8679E-01 0.0000E+00 0.0000E+00
 0.2316E-01 0.0000E+00 0.0000E+00
 0.1240E-01 0.1103-199 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.2396E-02 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
    2    1 0.3000E-01 0.1257E+00 0.3770E-02 0.2000E-01 -.4671E-02
 0.1639E+04 0.3044E+04 0.4134E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.3265E-01 0.0000E+00 0.0000E+00
 0.4747E-02 0.0000E+00 0.0000E+00
 0.2205E-03 0.0000E+00 0.0000E+00
 0.1068E-02 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.2607E+00 0.0000E+00 0.0000E+00
 0.6960E-01 0.0000E+00 0.0000E+00
 0.3724E-01 0.1103-199 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.7135E-02 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
    3    1 0.5000E-01 0.2513E+00 0.6283E-02 0.2000E-01 -.4773E-02
 0.1641E+04 0.3047E+04 0.6937E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.5433E-01 0.0000E+00 0.0000E+00
 0.7898E-02 0.0000E+00 0.0000E+00
 0.3669E-03 0.0000E+00 0.0000E+00
 0.1777E-02 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.4380E+00 0.0000E+00 0.0000E+00
 0.1172E+00 0.0000E+00 0.0000E+00
 0.6256E-01 0.1103-199 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.1163E-01 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
    4    1 0.7000E-01 0.3770E+00 0.8796E-02 0.2000E-01 -.4884E-02
 0.1642E+04 0.3051E+04 0.9794E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.7555E-01 0.0000E+00 0.0000E+00
 0.1098E-01 0.0000E+00 0.0000E+00
 0.5103E-03 0.0000E+00 0.0000E+00
 0.2471E-02 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.6194E+00 0.0000E+00 0.0000E+00
 0.1661E+00 0.0000E+00 0.0000E+00
 0.8848E-01 0.1103-199 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.1594E-01 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
    5    1 0.9000E-01 0.5027E+00 0.1131E-01 0.2000E-01 -.5040E-02
 0.1644E+04 0.3056E+04 0.1273E+01
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.9658E-01 0.0000E+00 0.0000E+00
 0.1404E-01 0.0000E+00 0.0000E+00
 0.6523E-03 0.0000E+00 0.0000E+00
 0.3158E-02 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.8068E+00 0.0000E+00 0.0000E+00
 0.2167E+00 0.0000E+00 0.0000E+00
 0.1153E+00 0.1103-199 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.2014E-01 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
    6    1 0.1125E+00 0.6283E+00 0.1767E-01 0.2500E-01 -.4927E-02
 0.1643E+04 0.3051E+04 0.1972E+01
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.1524E+00 0.0000E+00 0.0000E+00
 0.2216E-01 0.0000E+00 0.0000E+00
 0.1029E-02 0.0000E+00 0.0000E+00
 0.4984E-02 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.1247E+01 0.0000E+00 0.0000E+00
 0.3343E+00 0.0000E+00 0.0000E+00
 0.1781E+00 0.1103-199 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.3203E-01 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
    7    1 0.1375E+00 0.7854E+00 0.2160E-01 0.2500E-01 -.4725E-02
 0.1640E+04 0.3041E+04 0.2367E+01
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.1910E+00 0.0000E+00 0.0000E+00
 0.2777E-01 0.0000E+00 0.0000E+00
 0.1290E-02 0.0000E+00 0.0000E+00
 0.6246E-02 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.1490E+01 0.0000E+00 0.0000E+00
 0.3977E+00 0.0000E+00 0.0000E+00
 0.2128E+00 0.1103-199 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.4083E-01 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
    8    1 0.1625E+00 0.9425E+00 0.2553E-01 0.2500E-01 -.6475E-02
 0.1651E+04 0.3074E+04 0.3137E+01
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.2128E+00 0.0000E+00 0.0000E+00
 0.3094E-01 0.0000E+00 0.0000E+00
 0.1437E-02 0.0000E+00 0.0000E+00
 0.6960E-02 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.2009E+01 0.0000E+00 0.0000E+00
 0.5406E+00 0.0000E+00 0.0000E+00
 0.2870E+00 0.1103-199 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.4873E-01 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
    9    1 0.1875E+00 0.5000E-01 0.1250E-02 0.2500E-01 -.7013E-02
 0.1658E+04 0.3073E+04 0.1579E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.1059E-01 0.0000E+00 0.0000E+00
 0.1540E-02 0.0000E+00 0.0000E+00
 0.7152E-04 0.0000E+00 0.0000E+00
 0.3463E-03 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.1011E+00 0.0000E+00 0.0000E+00
 0.2713E-01 0.0000E+00 0.0000E+00
 0.1445E-01 0.1103-199 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
 0.0000E+00 0.0000E+00 0.0000E+00
