   TIME(S)      HFALL(M)     DJET(M)      DFALL(M)     UJET(M)      UFALL(M)     WEBER(-)     FROUDE(-)    XPSAITO(M)   XPEPSTN(M)   XLPENT(M)    XLPENA(M)     DWAT(M)      FRAG(-)     XMBEDT(KG)   XMCORT(KG)   TSINJO(K)     TSINJ(K)   EINJO(J/KG)   EINJ(J/KG)   PV(KG/M3)    PL(KG/M3)   XDOTJ(KG/S)
  0.38800E+02  0.71505E+01  0.30000E+00  0.26977E+00  0.16289E+02  0.20144E+02  0.27501E+03  0.15317E+03  0.19674E+02  0.13235E+02  0.13235E+02  0.51783E-01  0.51783E-01  0.78099E-02  0.63789E+04  0.23048E+06  0.22740E+04  0.22740E+04  0.10454E+01  0.10454E+01  0.22625E+01  0.92163E+03  0.83549E+04
  0.39200E+02  0.71467E+01  0.30000E+00  0.26979E+00  0.16289E+02  0.20142E+02  0.27497E+03  0.15313E+03  0.19672E+02  0.13236E+02  0.13236E+02  0.48648E-01  0.48648E-01  0.73377E-02  0.64043E+04  0.23382E+06  0.22740E+04  0.22740E+04  0.10454E+01  0.10454E+01  0.22625E+01  0.92163E+03  0.83549E+04
  0.39600E+02  0.71433E+01  0.30000E+00  0.26980E+00  0.16289E+02  0.20140E+02  0.27493E+03  0.15310E+03  0.19671E+02  0.13236E+02  0.13236E+02  0.45059E-01  0.45059E-01  0.67969E-02  0.64278E+04  0.23717E+06  0.22740E+04  0.22740E+04  0.10454E+01  0.10454E+01  0.22625E+01  0.92163E+03  0.83549E+04
  0.40000E+02  0.71388E+01  0.30000E+00  0.26981E+00  0.16289E+02  0.20138E+02  0.27489E+03  0.15306E+03  0.19669E+02  0.13237E+02  0.13237E+02  0.42270E-01  0.42270E-01  0.63765E-02  0.64498E+04  0.24051E+06  0.22740E+04  0.22740E+04  0.10454E+01  0.10454E+01  0.22625E+01  0.92163E+03  0.83549E+04
  0.40400E+02  0.71490E+01  0.30000E+00  0.26380E+00  0.14448E+02  0.18685E+02  0.23122E+03  0.13478E+03  0.18045E+02  0.12941E+02  0.12941E+02  0.53974E-01  0.53974E-01  0.83238E-02  0.64710E+04  0.24364E+06  0.22740E+04  0.22740E+04  0.10459E+01  0.10459E+01  0.22625E+01  0.92163E+03  0.74100E+04
  0.40800E+02  0.71254E+01  0.30000E+00  0.26388E+00  0.14448E+02  0.18673E+02  0.23099E+03  0.13455E+03  0.18036E+02  0.12946E+02  0.12946E+02  0.54333E-01  0.54333E-01  0.83763E-02  0.64968E+04  0.24660E+06  0.22740E+04  0.22740E+04  0.10459E+01  0.10459E+01  0.22625E+01  0.92163E+03  0.74100E+04
  0.41200E+02  0.71177E+01  0.30000E+00  0.26391E+00  0.14448E+02  0.18669E+02  0.23091E+03  0.13448E+03  0.18033E+02  0.12947E+02  0.12947E+02  0.52922E-01  0.52922E-01  0.81584E-02  0.65209E+04  0.24957E+06  0.22740E+04  0.22740E+04  0.10459E+01  0.10459E+01  0.22625E+01  0.92163E+03  0.74100E+04
  0.41600E+02  0.71080E+01  0.30000E+00  0.26395E+00  0.14448E+02  0.18664E+02  0.23082E+03  0.13439E+03  0.18030E+02  0.12949E+02  0.12949E+02  0.56085E-01  0.56085E-01  0.86437E-02  0.65458E+04  0.25253E+06  0.22740E+04  0.22740E+04  0.10459E+01  0.10459E+01  0.22625E+01  0.92163E+03  0.74100E+04
  0.42000E+02  0.71056E+01  0.30000E+00  0.26396E+00  0.14448E+02  0.18662E+02  0.23079E+03  0.13437E+03  0.18029E+02  0.12949E+02  0.12949E+02  0.55998E-01  0.55998E-01  0.86300E-02  0.65716E+04  0.25549E+06  0.22740E+04  0.22740E+04  0.10459E+01  0.10459E+01  0.22625E+01  0.92163E+03  0.74100E+04
  0.42400E+02  0.70997E+01  0.30000E+00  0.26398E+00  0.14448E+02  0.18659E+02  0.23073E+03  0.13431E+03  0.18027E+02  0.12950E+02  0.12950E+02  0.52054E-01  0.52054E-01  0.80228E-02  0.65965E+04  0.25846E+06  0.22740E+04  0.22740E+04  0.10459E+01  0.10459E+01  0.22625E+01  0.92163E+03  0.74100E+04
  0.42800E+02  0.71124E+01  0.30000E+00  0.26393E+00  0.14448E+02  0.18666E+02  0.23086E+03  0.13443E+03  0.18031E+02  0.12948E+02  0.12948E+02  0.42475E-01  0.42475E-01  0.65500E-02  0.66182E+04  0.26142E+06  0.22740E+04  0.22740E+04  0.10459E+01  0.10459E+01  0.22625E+01  0.92163E+03  0.74100E+04
  0.43200E+02  0.71225E+01  0.30000E+00  0.26389E+00  0.14448E+02  0.18671E+02  0.23096E+03  0.13453E+03  0.18035E+02  0.12946E+02  0.12946E+02  0.33555E-01  0.33555E-01  0.51770E-02  0.66351E+04  0.26439E+06  0.22740E+04  0.22740E+04  0.10459E+01  0.10459E+01  0.22625E+01  0.92163E+03  0.74100E+04
  0.43600E+02  0.71087E+01  0.30000E+00  0.26395E+00  0.14448E+02  0.18664E+02  0.23082E+03  0.13440E+03  0.18030E+02  0.12949E+02  0.12949E+02  0.31955E-01  0.31955E-01  0.49295E-02  0.66503E+04  0.26735E+06  0.22740E+04  0.22740E+04  0.10459E+01  0.10459E+01  0.22625E+01  0.92163E+03  0.74100E+04
  0.44000E+02  0.71076E+01  0.30000E+00  0.26395E+00  0.14448E+02  0.18663E+02  0.23081E+03  0.13439E+03  0.18030E+02  0.12949E+02  0.12949E+02  0.28153E-01  0.28153E-01  0.43436E-02  0.66640E+04  0.27031E+06  0.22740E+04  0.22740E+04  0.10459E+01  0.10459E+01  0.22625E+01  0.92163E+03  0.74100E+04
  0.44400E+02  0.71100E+01  0.30000E+00  0.26394E+00  0.14448E+02  0.18665E+02  0.23084E+03  0.13441E+03  0.18031E+02  0.12949E+02  0.12949E+02  0.25565E-01  0.25565E-01  0.39448E-02  0.66763E+04  0.27328E+06  0.22740E+04  0.22740E+04  0.10459E+01  0.10459E+01  0.22625E+01  0.92163E+03  0.74100E+04
  0.44800E+02  0.71082E+01  0.30000E+00  0.26395E+00  0.14448E+02  0.18664E+02  0.23082E+03  0.13439E+03  0.18030E+02  0.12949E+02  0.12949E+02  0.22987E-01  0.22987E-01  0.35473E-02  0.66873E+04  0.27624E+06  0.22740E+04  0.22740E+04  0.10459E+01  0.10459E+01  0.22625E+01  0.92163E+03  0.74100E+04
  0.45200E+02  0.71584E+01  0.30000E+00  0.22523E+00  0.80905E+01  0.14354E+02  0.11638E+03  0.93161E+02  0.12809E+02  0.11049E+02  0.11049E+02  0.61461E-01  0.61461E-01  0.11095E-01  0.66982E+04  0.27847E+06  0.22740E+04  0.22740E+04  0.10467E+01  0.10467E+01  0.22625E+01  0.92163E+03  0.41491E+04
  0.45600E+02  0.71031E+01  0.30000E+00  0.22552E+00  0.80905E+01  0.14316E+02  0.11592E+03  0.92548E+02  0.12783E+02  0.11063E+02  0.11063E+02  0.65921E-01  0.65921E-01  0.11882E-01  0.67198E+04  0.28013E+06  0.22740E+04  0.22740E+04  0.10467E+01  0.10467E+01  0.22625E+01  0.92163E+03  0.41491E+04
  0.46000E+02  0.70934E+01  0.30000E+00  0.22558E+00  0.80905E+01  0.14310E+02  0.11584E+03  0.92441E+02  0.12779E+02  0.11066E+02  0.11066E+02  0.52308E-01  0.52308E-01  0.94317E-02  0.67366E+04  0.28179E+06  0.22740E+04  0.22740E+04  0.10467E+01  0.10467E+01  0.22625E+01  0.92163E+03  0.41491E+04
  0.46400E+02  0.70931E+01  0.30000E+00  0.22558E+00  0.80905E+01  0.14310E+02  0.11583E+03  0.92438E+02  0.12779E+02  0.11066E+02  0.11066E+02  0.50337E-01  0.50337E-01  0.90769E-02  0.67522E+04  0.28345E+06  0.22740E+04  0.22740E+04  0.10467E+01  0.10467E+01  0.22625E+01  0.92163E+03  0.41491E+04
  0.46800E+02  0.71137E+01  0.30000E+00  0.22547E+00  0.80905E+01  0.14324E+02  0.11601E+03  0.92666E+02  0.12788E+02  0.11060E+02  0.11060E+02  0.43280E-01  0.43280E-01  0.78107E-02  0.67662E+04  0.28511E+06  0.22740E+04  0.22740E+04  0.10467E+01  0.10467E+01  0.22625E+01  0.92163E+03  0.41491E+04
  0.47200E+02  0.70999E+01  0.30000E+00  0.22554E+00  0.80905E+01  0.14314E+02  0.11589E+03  0.92513E+02  0.12782E+02  0.11064E+02  0.11064E+02  0.41880E-01  0.41880E-01  0.75561E-02  0.67790E+04  0.28677E+06  0.22740E+04  0.22740E+04  0.10467E+01  0.10467E+01  0.22625E+01  0.92163E+03  0.41491E+04
  0.47600E+02  0.71482E+01  0.30000E+00  0.22528E+00  0.80905E+01  0.14347E+02  0.11629E+03  0.93049E+02  0.12804E+02  0.11051E+02  0.11051E+02  0.32504E-01  0.32504E-01  0.58737E-02  0.67903E+04  0.28843E+06  0.22740E+04  0.22740E+04  0.10467E+01  0.10467E+01  0.22625E+01  0.92163E+03  0.41491E+04
  0.48000E+02  0.71603E+01  0.30000E+00  0.22522E+00  0.80905E+01  0.14356E+02  0.11639E+03  0.93183E+02  0.12810E+02  0.11048E+02  0.11048E+02  0.29826E-01  0.29826E-01  0.53920E-02  0.67989E+04  0.29009E+06  0.22740E+04  0.22740E+04  0.10467E+01  0.10467E+01  0.22625E+01  0.92163E+03  0.41491E+04
  0.48400E+02  0.71149E+01  0.30000E+00  0.22546E+00  0.80905E+01  0.14325E+02  0.11602E+03  0.92679E+02  0.12789E+02  0.11060E+02  0.11060E+02  0.40468E-01  0.40468E-01  0.73044E-02  0.68100E+04  0.29175E+06  0.22740E+04  0.22740E+04  0.10467E+01  0.10467E+01  0.22625E+01  0.92163E+03  0.41491E+04
  0.48800E+02  0.71087E+01  0.30000E+00  0.22549E+00  0.80905E+01  0.14320E+02  0.11596E+03  0.92610E+02  0.12786E+02  0.11062E+02  0.11062E+02  0.42002E-01  0.42002E-01  0.75796E-02  0.68225E+04  0.29341E+06  0.22740E+04  0.22740E+04  0.10467E+01  0.10467E+01  0.22625E+01  0.92163E+03  0.41491E+04
  0.49200E+02  0.71328E+01  0.30000E+00  0.22536E+00  0.80905E+01  0.14337E+02  0.11616E+03  0.92877E+02  0.12797E+02  0.11055E+02  0.11055E+02  0.37696E-01  0.37696E-01  0.68079E-02  0.68346E+04  0.29507E+06  0.22740E+04  0.22740E+04  0.10467E+01  0.10467E+01  0.22625E+01  0.92163E+03  0.41491E+04
  0.49600E+02  0.71393E+01  0.30000E+00  0.22533E+00  0.80905E+01  0.14341E+02  0.11622E+03  0.92950E+02  0.12800E+02  0.11054E+02  0.11054E+02  0.29886E-01  0.29886E-01  0.54002E-02  0.68447E+04  0.29673E+06  0.22740E+04  0.22740E+04  0.10467E+01  0.10467E+01  0.22625E+01  0.92163E+03  0.41491E+04
  0.50000E+02  0.71952E+01  0.30000E+00  0.63398E-01  0.53141E+00  0.11899E+02  0.22464E+02  0.22744E+03  0.56334E+01  0.31100E+01  0.31100E+01  0.71486E-01  0.71486E-01  0.45444E-01  0.68501E+04  0.29752E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.27252E+03
  0.50400E+02  0.71594E+01  0.30000E+00  0.63477E-01  0.53141E+00  0.11870E+02  0.22380E+02  0.22603E+03  0.56228E+01  0.31139E+01  0.31139E+01  0.65996E-01  0.65996E-01  0.41939E-01  0.68557E+04  0.29762E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.27252E+03
  0.50800E+02  0.71389E+01  0.30000E+00  0.63522E-01  0.53141E+00  0.11853E+02  0.22332E+02  0.22522E+03  0.56168E+01  0.31161E+01  0.31161E+01  0.37205E-01  0.37205E-01  0.23737E-01  0.68588E+04  0.29773E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.27252E+03
  0.51200E+02  0.71449E+01  0.30000E+00  0.63509E-01  0.53141E+00  0.11858E+02  0.22346E+02  0.22546E+03  0.56186E+01  0.31154E+01  0.31154E+01  0.45527E-01  0.45527E-01  0.29013E-01  0.68618E+04  0.29784E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.27252E+03
  0.51600E+02  0.71962E+01  0.30000E+00  0.63396E-01  0.53141E+00  0.11900E+02  0.22466E+02  0.22748E+03  0.56336E+01  0.31099E+01  0.31099E+01  0.30864E-01  0.30864E-01  0.19751E-01  0.68645E+04  0.29795E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.27252E+03
  0.52000E+02  0.71833E+01  0.30000E+00  0.63424E-01  0.53141E+00  0.11890E+02  0.22436E+02  0.22697E+03  0.56299E+01  0.31113E+01  0.31113E+01  0.30390E-01  0.30390E-01  0.19440E-01  0.68666E+04  0.29806E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.27252E+03
  0.52400E+02  0.72156E+01  0.30000E+00  0.63353E-01  0.53141E+00  0.11916E+02  0.22511E+02  0.22824E+03  0.56393E+01  0.31078E+01  0.31078E+01  0.26470E-01  0.26470E-01  0.16962E-01  0.68687E+04  0.29817E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.27252E+03
  0.52800E+02  0.72885E+01  0.30000E+00  0.63194E-01  0.53141E+00  0.11976E+02  0.22681E+02  0.23112E+03  0.56606E+01  0.31000E+01  0.31000E+01  0.15559E-01  0.15559E-01  0.10013E-01  0.68700E+04  0.29828E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.27252E+03
  0.53200E+02  0.72046E+01  0.30000E+00  0.63377E-01  0.53141E+00  0.11907E+02  0.22486E+02  0.22781E+03  0.56361E+01  0.31090E+01  0.31090E+01  0.19984E-01  0.19984E-01  0.12815E-01  0.68713E+04  0.29839E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.27252E+03
  0.53600E+02  0.71986E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.30469E-01  0.00000E+00  0.68714E+04  0.29840E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.00000E+00
  0.54000E+02  0.72277E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.37126E-01  0.00000E+00  0.68714E+04  0.29840E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.00000E+00
  0.54400E+02  0.72294E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.46921E-01  0.00000E+00  0.68714E+04  0.29840E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.00000E+00
  0.54800E+02  0.72314E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.39088E-01  0.00000E+00  0.68714E+04  0.29840E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.00000E+00
  0.55200E+02  0.72797E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.20368E-01  0.00000E+00  0.68714E+04  0.29840E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.00000E+00
  0.55600E+02  0.72770E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.12221E-01  0.00000E+00  0.68714E+04  0.29840E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.00000E+00
  0.56000E+02  0.72561E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10345E-01  0.00000E+00  0.68714E+04  0.29840E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.00000E+00
  0.56400E+02  0.72795E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.12339E-01  0.00000E+00  0.68714E+04  0.29840E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.00000E+00
  0.56800E+02  0.73007E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.17321E-01  0.00000E+00  0.68714E+04  0.29840E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.00000E+00
  0.57200E+02  0.72964E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.17101E-01  0.00000E+00  0.68714E+04  0.29840E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.00000E+00
  0.57600E+02  0.72989E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.11735E-01  0.00000E+00  0.68714E+04  0.29840E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.00000E+00
  0.58000E+02  0.73158E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.86742E-02  0.00000E+00  0.68714E+04  0.29840E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.00000E+00
  0.58400E+02  0.73013E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.90389E-02  0.00000E+00  0.68714E+04  0.29840E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.00000E+00
  0.58800E+02  0.73078E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.72638E-02  0.00000E+00  0.68714E+04  0.29840E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.00000E+00
  0.59200E+02  0.73320E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.52711E-02  0.00000E+00  0.68714E+04  0.29840E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.00000E+00
  0.59600E+02  0.73381E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.76423E-02  0.00000E+00  0.68714E+04  0.29840E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.00000E+00
  0.60000E+02  0.73203E+01  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.17422E-01  0.00000E+00  0.68714E+04  0.29840E+06  0.22740E+04  0.22740E+04  0.10474E+01  0.10474E+01  0.22625E+01  0.92163E+03  0.00000E+00
