   0.40000E+00   0.78179E+00   0.15625E+00   0.29815E+03
   0.80000E+00   0.94779E+00   0.19575E+00   0.29815E+03
   0.12000E+01   0.11108E+01   0.24005E+00   0.29815E+03
   0.16000E+01   0.13208E+01   0.30217E+00   0.29815E+03
   0.20000E+01   0.15308E+01   0.37178E+00   0.29815E+03
   0.24000E+01   0.17008E+01   0.43287E+00   0.29815E+03
   0.28000E+01   0.18608E+01   0.49876E+00   0.29815E+03
   0.32000E+01   0.20308E+01   0.56944E+00   0.29815E+03
   0.36000E+01   0.21508E+01   0.62560E+00   0.29815E+03
   0.40000E+01   0.21908E+01   0.64492E+00   0.29815E+03
   0.44000E+01   0.21908E+01   0.64492E+00   0.29815E+03
   0.48000E+01   0.22408E+01   0.66454E+00   0.29815E+03
   0.52000E+01   0.22408E+01   0.66454E+00   0.29815E+03
   0.56000E+01   0.22408E+01   0.66454E+00   0.29815E+03
   0.60000E+01   0.22408E+01   0.66454E+00   0.29815E+03
   0.64000E+01   0.22408E+01   0.66454E+00   0.29815E+03
   0.68000E+01   0.22408E+01   0.66454E+00   0.29815E+03
   0.72000E+01   0.22408E+01   0.66454E+00   0.29815E+03
   0.76000E+01   0.22408E+01   0.66454E+00   0.29815E+03
   0.80000E+01   0.22408E+01   0.66454E+00   0.29815E+03
   0.84000E+01   0.22408E+01   0.66454E+00   0.29815E+03
   0.88000E+01   0.22408E+01   0.66454E+00   0.29815E+03
   0.92000E+01   0.22408E+01   0.66454E+00   0.29815E+03
   0.96000E+01   0.22408E+01   0.66454E+00   0.29815E+03
   0.10000E+02   0.22408E+01   0.66454E+00   0.29815E+03
   0.10400E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.10800E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.11200E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.11600E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.12000E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.12400E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.12800E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.13200E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.13600E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.14000E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.14400E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.14800E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.15200E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.15600E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.16000E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.16400E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.16800E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.17200E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.17600E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.18000E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.18400E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.18800E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.19200E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.19600E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.20000E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.20400E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.20800E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.21200E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.21600E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.22000E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.22400E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.22800E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.23200E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.23600E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.24000E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.24400E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.24800E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.25200E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.25600E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.26000E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.26400E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.26800E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.27200E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.27600E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.28000E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.28400E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.28800E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.29200E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.29600E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.30000E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.30400E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.30800E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.31200E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.31600E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.32000E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.32400E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.32800E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.33200E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.33600E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.34000E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.34400E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.34800E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.35200E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.35600E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.36000E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.36400E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.36800E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.37200E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.37600E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.38000E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.38400E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.38800E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.39200E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.39600E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.40000E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.40400E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.40800E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.41200E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.41600E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.42000E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.42400E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.42800E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.43200E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.43600E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.44000E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.44400E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.44800E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.45200E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.45600E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.46000E+02   0.47708E+01   0.24283E+01   0.29815E+03
   0.46400E+02   0.47708E+01   0.24283E+01   0.29815E+03
