   TIME(S)     FINJ(KG/S)     FDC(KG/S)    FSTM(KG/S)     TINJ(KG)       TDC(KG)      TSTM(KG)     TWATFLR(KG)    WBAL(KG)    FSTMJT(KG/S)   TSTMJT(KG)
 0.73600E+02   0.00000E+00   0.00000E+00   0.30977E+00   0.00000E+00   0.00000E+00   0.18210E+02   0.91296E+03   0.66418E-02   0.00000E+00   0.00000E+00
 0.74000E+02   0.00000E+00   0.00000E+00   0.31043E+00   0.00000E+00   0.00000E+00   0.18334E+02   0.91284E+03   0.66442E-02   0.00000E+00   0.00000E+00
 0.74400E+02   0.00000E+00   0.00000E+00   0.32565E+00   0.00000E+00   0.00000E+00   0.18461E+02   0.91271E+03   0.66017E-02   0.00000E+00   0.00000E+00
 0.74800E+02   0.00000E+00   0.00000E+00   0.32532E+00   0.00000E+00   0.00000E+00   0.18591E+02   0.91258E+03   0.66040E-02   0.00000E+00   0.00000E+00
 0.75200E+02   0.00000E+00   0.00000E+00   0.32375E+00   0.00000E+00   0.00000E+00   0.18721E+02   0.91245E+03   0.66049E-02   0.00000E+00   0.00000E+00
 0.75600E+02   0.00000E+00   0.00000E+00   0.32229E+00   0.00000E+00   0.00000E+00   0.18850E+02   0.91232E+03   0.66054E-02   0.00000E+00   0.00000E+00
 0.76000E+02   0.00000E+00   0.00000E+00   0.32069E+00   0.00000E+00   0.00000E+00   0.18978E+02   0.91219E+03   0.66067E-02   0.00000E+00   0.00000E+00
 0.76400E+02   0.00000E+00   0.00000E+00   0.31613E+00   0.00000E+00   0.00000E+00   0.19106E+02   0.91206E+03   0.66230E-02   0.00000E+00   0.00000E+00
 0.76800E+02   0.00000E+00   0.00000E+00   0.31281E+00   0.00000E+00   0.00000E+00   0.19231E+02   0.91194E+03   0.66469E-02   0.00000E+00   0.00000E+00
 0.77200E+02   0.00000E+00   0.00000E+00   0.34306E+00   0.00000E+00   0.00000E+00   0.19360E+02   0.91181E+03   0.77464E-02   0.00000E+00   0.00000E+00
 0.77600E+02   0.00000E+00   0.00000E+00   0.30395E+00   0.00000E+00   0.00000E+00   0.19484E+02   0.91168E+03   0.95689E-02   0.00000E+00   0.00000E+00
 0.78000E+02   0.00000E+00   0.00000E+00   0.30299E+00   0.00000E+00   0.00000E+00   0.19605E+02   0.91156E+03   0.96683E-02   0.00000E+00   0.00000E+00
 0.78400E+02   0.00000E+00   0.00000E+00   0.30113E+00   0.00000E+00   0.00000E+00   0.19726E+02   0.91144E+03   0.99613E-02   0.00000E+00   0.00000E+00
 0.78800E+02   0.00000E+00   0.00000E+00   0.29241E+00   0.00000E+00   0.00000E+00   0.19844E+02   0.91132E+03   0.99983E-02   0.00000E+00   0.00000E+00
 0.79200E+02   0.00000E+00   0.00000E+00   0.28725E+00   0.00000E+00   0.00000E+00   0.19960E+02   0.91121E+03   0.10018E-01   0.00000E+00   0.00000E+00
 0.79600E+02   0.00000E+00   0.00000E+00   0.28140E+00   0.00000E+00   0.00000E+00   0.20074E+02   0.91109E+03   0.10041E-01   0.00000E+00   0.00000E+00
 0.80000E+02   0.00000E+00   0.00000E+00   0.28228E+00   0.00000E+00   0.00000E+00   0.20186E+02   0.91098E+03   0.10030E-01   0.00000E+00   0.00000E+00
 0.80400E+02   0.00000E+00   0.00000E+00   0.29056E+00   0.00000E+00   0.00000E+00   0.20301E+02   0.91087E+03   0.99886E-02   0.00000E+00   0.00000E+00
 0.80800E+02   0.00000E+00   0.00000E+00   0.26087E+00   0.00000E+00   0.00000E+00   0.20415E+02   0.91075E+03   0.10215E-01   0.00000E+00   0.00000E+00
 0.81200E+02   0.00000E+00   0.00000E+00   0.26043E+00   0.00000E+00   0.00000E+00   0.20513E+02   0.91065E+03   0.12056E-01   0.00000E+00   0.00000E+00
 0.81600E+02   0.00000E+00   0.00000E+00   0.28488E+00   0.00000E+00   0.00000E+00   0.20625E+02   0.91054E+03   0.12226E-01   0.00000E+00   0.00000E+00
 0.82000E+02   0.00000E+00   0.00000E+00   0.28338E+00   0.00000E+00   0.00000E+00   0.20738E+02   0.91043E+03   0.12233E-01   0.00000E+00   0.00000E+00
 0.82400E+02   0.00000E+00   0.00000E+00   0.28310E+00   0.00000E+00   0.00000E+00   0.20852E+02   0.91031E+03   0.12233E-01   0.00000E+00   0.00000E+00
 0.82800E+02   0.00000E+00   0.00000E+00   0.28271E+00   0.00000E+00   0.00000E+00   0.20965E+02   0.91020E+03   0.12233E-01   0.00000E+00   0.00000E+00
 0.83200E+02   0.00000E+00   0.00000E+00   0.27581E+00   0.00000E+00   0.00000E+00   0.21077E+02   0.91009E+03   0.12265E-01   0.00000E+00   0.00000E+00
 0.83600E+02   0.00000E+00   0.00000E+00   0.26999E+00   0.00000E+00   0.00000E+00   0.21186E+02   0.90998E+03   0.12291E-01   0.00000E+00   0.00000E+00
 0.84000E+02   0.00000E+00   0.00000E+00   0.28015E+00   0.00000E+00   0.00000E+00   0.21296E+02   0.90987E+03   0.12247E-01   0.00000E+00   0.00000E+00
 0.84400E+02   0.00000E+00   0.00000E+00   0.29391E+00   0.00000E+00   0.00000E+00   0.21411E+02   0.90975E+03   0.12232E-01   0.00000E+00   0.00000E+00
 0.84800E+02   0.00000E+00   0.00000E+00   0.26512E+00   0.00000E+00   0.00000E+00   0.21525E+02   0.90964E+03   0.12495E-01   0.00000E+00   0.00000E+00
 0.85200E+02   0.00000E+00   0.00000E+00   0.28315E+00   0.00000E+00   0.00000E+00   0.21637E+02   0.90953E+03   0.13039E-01   0.00000E+00   0.00000E+00
 0.85600E+02   0.00000E+00   0.00000E+00   0.27176E+00   0.00000E+00   0.00000E+00   0.21749E+02   0.90941E+03   0.13176E-01   0.00000E+00   0.00000E+00
 0.86000E+02   0.00000E+00   0.00000E+00   0.27434E+00   0.00000E+00   0.00000E+00   0.21858E+02   0.90930E+03   0.13405E-01   0.00000E+00   0.00000E+00
 0.86400E+02   0.00000E+00   0.00000E+00   0.26830E+00   0.00000E+00   0.00000E+00   0.21967E+02   0.90920E+03   0.13430E-01   0.00000E+00   0.00000E+00
 0.86800E+02   0.00000E+00   0.00000E+00   0.26651E+00   0.00000E+00   0.00000E+00   0.22074E+02   0.90909E+03   0.13433E-01   0.00000E+00   0.00000E+00
 0.87200E+02   0.00000E+00   0.00000E+00   0.27078E+00   0.00000E+00   0.00000E+00   0.22181E+02   0.90898E+03   0.13406E-01   0.00000E+00   0.00000E+00
 0.87600E+02   0.00000E+00   0.00000E+00   0.27289E+00   0.00000E+00   0.00000E+00   0.22291E+02   0.90887E+03   0.13391E-01   0.00000E+00   0.00000E+00
 0.88000E+02   0.00000E+00   0.00000E+00   0.27682E+00   0.00000E+00   0.00000E+00   0.22415E+02   0.90875E+03   0.14237E-01   0.00000E+00   0.00000E+00
 0.88400E+02   0.00000E+00   0.00000E+00   0.27942E+00   0.00000E+00   0.00000E+00   0.22526E+02   0.90864E+03   0.14539E-01   0.00000E+00   0.00000E+00
 0.88800E+02   0.00000E+00   0.00000E+00   0.27549E+00   0.00000E+00   0.00000E+00   0.22638E+02   0.90852E+03   0.14563E-01   0.00000E+00   0.00000E+00
 0.89200E+02   0.00000E+00   0.00000E+00   0.27538E+00   0.00000E+00   0.00000E+00   0.22748E+02   0.90841E+03   0.14631E-01   0.00000E+00   0.00000E+00
 0.89600E+02   0.00000E+00   0.00000E+00   0.28411E+00   0.00000E+00   0.00000E+00   0.22858E+02   0.90830E+03   0.14630E-01   0.00000E+00   0.00000E+00
 0.90000E+02   0.00000E+00   0.00000E+00   0.28497E+00   0.00000E+00   0.00000E+00   0.22973E+02   0.90819E+03   0.14633E-01   0.00000E+00   0.00000E+00
 0.90400E+02   0.00000E+00   0.00000E+00   0.28103E+00   0.00000E+00   0.00000E+00   0.23086E+02   0.90808E+03   0.14645E-01   0.00000E+00   0.00000E+00
 0.90800E+02   0.00000E+00   0.00000E+00   0.27992E+00   0.00000E+00   0.00000E+00   0.23198E+02   0.90796E+03   0.14660E-01   0.00000E+00   0.00000E+00
 0.91200E+02   0.00000E+00   0.00000E+00   0.28242E+00   0.00000E+00   0.00000E+00   0.23310E+02   0.90785E+03   0.14651E-01   0.00000E+00   0.00000E+00
 0.91600E+02   0.00000E+00   0.00000E+00   0.23125E+00   0.00000E+00   0.00000E+00   0.23419E+02   0.90774E+03   0.14730E-01   0.00000E+00   0.00000E+00
 0.92000E+02   0.00000E+00   0.00000E+00   0.24439E+00   0.00000E+00   0.00000E+00   0.23515E+02   0.90765E+03   0.15060E-01   0.00000E+00   0.00000E+00
 0.92400E+02   0.00000E+00   0.00000E+00   0.24286E+00   0.00000E+00   0.00000E+00   0.23612E+02   0.90755E+03   0.15061E-01   0.00000E+00   0.00000E+00
 0.92800E+02   0.00000E+00   0.00000E+00   0.19190E+00   0.00000E+00   0.00000E+00   0.23703E+02   0.90746E+03   0.15664E-01   0.00000E+00   0.00000E+00
 0.93200E+02   0.00000E+00   0.00000E+00   0.23251E+00   0.00000E+00   0.00000E+00   0.23791E+02   0.90737E+03   0.16453E-01   0.00000E+00   0.00000E+00
 0.93600E+02   0.00000E+00   0.00000E+00   0.23108E+00   0.00000E+00   0.00000E+00   0.23884E+02   0.90728E+03   0.16454E-01   0.00000E+00   0.00000E+00
 0.94000E+02   0.00000E+00   0.00000E+00   0.23897E+00   0.00000E+00   0.00000E+00   0.23979E+02   0.90718E+03   0.16454E-01   0.00000E+00   0.00000E+00
 0.94400E+02   0.00000E+00   0.00000E+00   0.24121E+00   0.00000E+00   0.00000E+00   0.24075E+02   0.90709E+03   0.16453E-01   0.00000E+00   0.00000E+00
 0.94800E+02   0.00000E+00   0.00000E+00   0.24027E+00   0.00000E+00   0.00000E+00   0.24171E+02   0.90699E+03   0.16459E-01   0.00000E+00   0.00000E+00
 0.95200E+02   0.00000E+00   0.00000E+00   0.23925E+00   0.00000E+00   0.00000E+00   0.24267E+02   0.90689E+03   0.16475E-01   0.00000E+00   0.00000E+00
 0.95600E+02   0.00000E+00   0.00000E+00   0.24033E+00   0.00000E+00   0.00000E+00   0.24363E+02   0.90680E+03   0.16480E-01   0.00000E+00   0.00000E+00
 0.96000E+02   0.00000E+00   0.00000E+00   0.23783E+00   0.00000E+00   0.00000E+00   0.24459E+02   0.90670E+03   0.16485E-01   0.00000E+00   0.00000E+00
 0.96400E+02   0.00000E+00   0.00000E+00   0.23752E+00   0.00000E+00   0.00000E+00   0.24554E+02   0.90661E+03   0.16479E-01   0.00000E+00   0.00000E+00
 0.96800E+02   0.00000E+00   0.00000E+00   0.23805E+00   0.00000E+00   0.00000E+00   0.24650E+02   0.90651E+03   0.16495E-01   0.00000E+00   0.00000E+00
 0.97200E+02   0.00000E+00   0.00000E+00   0.24631E+00   0.00000E+00   0.00000E+00   0.24749E+02   0.90641E+03   0.16504E-01   0.00000E+00   0.00000E+00
 0.97600E+02   0.00000E+00   0.00000E+00   0.24341E+00   0.00000E+00   0.00000E+00   0.24847E+02   0.90631E+03   0.16519E-01   0.00000E+00   0.00000E+00
 0.98000E+02   0.00000E+00   0.00000E+00   0.24408E+00   0.00000E+00   0.00000E+00   0.24944E+02   0.90622E+03   0.16525E-01   0.00000E+00   0.00000E+00
 0.98400E+02   0.00000E+00   0.00000E+00   0.24513E+00   0.00000E+00   0.00000E+00   0.25042E+02   0.90612E+03   0.16520E-01   0.00000E+00   0.00000E+00
 0.98800E+02   0.00000E+00   0.00000E+00   0.24445E+00   0.00000E+00   0.00000E+00   0.25139E+02   0.90602E+03   0.16516E-01   0.00000E+00   0.00000E+00
 0.99200E+02   0.00000E+00   0.00000E+00   0.26391E+00   0.00000E+00   0.00000E+00   0.25242E+02   0.90592E+03   0.16516E-01   0.00000E+00   0.00000E+00
 0.99600E+02   0.00000E+00   0.00000E+00   0.26567E+00   0.00000E+00   0.00000E+00   0.25349E+02   0.90581E+03   0.16515E-01   0.00000E+00   0.00000E+00
 0.10000E+03   0.00000E+00   0.00000E+00   0.27266E+00   0.00000E+00   0.00000E+00   0.25455E+02   0.90570E+03   0.16521E-01   0.00000E+00   0.00000E+00
